comment_id,comment,full_comment,topic,domain
comment_0_228,good enough drinks <SEP> positive,Drinks are good enough ( for a measured pour place ) .  ,drink -> quality,Hotels
comment_0_229,good experiece <SEP> positive,"However , definitely a good experiece",drink -> quality,Restaurants
comment_0_230,good ice tea <SEP> positive,"Also good ice tea , not that Gold Peak crap but real brewed tea .",drink -> quality,Restaurants
comment_0_231,good latte <SEP> positive,Latte was good .,drink -> quality,Arts & Entertainment
comment_0_232,good massage <SEP> positive,Was looking for a good massage after a long Conference .,drink -> quality,Beauty & Spas
comment_0_233,good oreo shakes <SEP> positive,Their Oreo shakes are good too .,drink -> quality,Restaurants
comment_0_234,good pressure <SEP> positive,Joe did my massage and checked several times to make sure his pressure was good and that I was okay .,drink -> quality,Beauty & Spas
comment_0_235,good spray tan machine <SEP> positive,I used to work at a tanning salon and know that a good spray tan machine is not easy to come by .  ,drink -> quality,Beauty & Spas
comment_0_236,good stuffs <SEP> positive,Good stuffs .,drink -> quality,Beauty & Spas
comment_0_237,good tea <SEP> positive,Btw tea is good there but do n't fall for this food .,drink -> quality,Restaurants
comment_0_238,good watering hole <SEP> positive,Another good watering hole that has been around for awhile .,drink -> quality,Arts & Entertainment
comment_0_239,good wine list <SEP> positive,Good wine list .,drink -> quality,Restaurants
comment_0_240,greasy experience <SEP> negative,Overall a greasy experience !,drink -> quality,Beauty & Spas
comment_0_241,great 4 star room <SEP> positive,Great 4 star room,drink -> quality,Hotels
comment_0_242,great ac <SEP> positive,Sound system and ac work great which is always a blessing at music venues .,drink -> quality,Arts & Entertainment
comment_0_243,great cappuccino <SEP> positive,Had a cappuccino that was great .,drink -> quality,Arts & Entertainment
comment_0_244,great champagne with orange juice <SEP> positive,"how . since we just came from chippendale 's sober , the champagne with orange juice was great .  ",drink -> quality,Arts & Entertainment
comment_0_245,great coffee <SEP> positive,The coffee is great .,drink -> quality,Arts & Entertainment
comment_0_245,great coffee <SEP> positive,even the tea / coffee was great .,drink -> quality,Beauty & Spas
comment_0_246,great drink <SEP> positive,but if you are looking for a quick drink this was a great choice for us .,drink -> quality,Arts & Entertainment
comment_0_247,great drink prices <SEP> positive,Happy hour drink prices were great .  ,drink -> quality,Restaurants
comment_0_248,great drink specials <SEP> positive,They have great drink specials during the week .,drink -> quality,Restaurants
comment_0_249,great drinks <SEP> positive,The drinks were great and Kevin and his staff could not have been kinder .  ,drink -> quality,Arts & Entertainment
comment_0_249,great drinks <SEP> positive,The Hotel restaurant has a great happy hour ( $ 6 apps and drinks ) .  ,drink -> quality,Hotels
comment_0_249,great drinks <SEP> positive,Great drinks .,drink -> quality,Restaurants
comment_0_250,great fajitas <SEP> positive,Had the fajitas which were great !,drink -> quality,Restaurants
comment_0_251,great for drinks <SEP> positive,The Courtyard Cafe is great for drinks and a meal before / after or as a break during your museum visit .  ,drink -> quality,Arts & Entertainment
comment_0_252,great fresh ground coffee bars <SEP> positive,Coffee bars are great fresh ground to order .,drink -> quality,Hotels
comment_0_253,great gel manicure <SEP> positive,I had a great gel manicure from Nina .,drink -> quality,Beauty & Spas
comment_0_254,great job deep tissue massage <SEP> positive,"Jose did a great job on the deep tissue massage , and was very attentive when I described my areas of concern .  ",drink -> quality,Beauty & Spas
comment_0_255,great manicures <SEP> positive,I have had 2 SNS manicures so far and they have been great !,drink -> quality,Beauty & Spas
comment_0_256,great pitcher <SEP> positive,"At the pool , we were greeted with a pitcher of ice cold water , it was great !",drink -> quality,Hotels
comment_0_257,great pour over <SEP> positive,Great pour over cup of coffee .,drink -> quality,Arts & Entertainment
comment_0_258,great selection of teas <SEP> positive,SoZo also has a great selection of Teas for those non coffee drinkers .,drink -> quality,Arts & Entertainment
comment_0_259,great shower <SEP> positive,Shower was great !,drink -> quality,Hotels
comment_0_260,great spa <SEP> positive,This is a great spa .,drink -> quality,Beauty & Spas
comment_0_261,great store <SEP> positive,This store looks great .,drink -> quality,Restaurants
comment_0_262,great tan <SEP> positive,The tan was great and the best application I could ask for .  ,drink -> quality,Beauty & Spas
comment_0_263,great tea <SEP> positive,Their coffee and tea 's taste great every time .,drink -> quality,Arts & Entertainment
comment_0_264,great touch glass of wine <SEP> positive,The glass of wine is a great touch !,drink -> quality,Beauty & Spas
comment_0_265,great treated <SEP> positive,"I was treated great from the second I walked in , and I left feeling amazing about my new go - to nail salon .     ",drink -> quality,Beauty & Spas
comment_0_266,great vacation rental club <SEP> positive,This vacation rental club is seriously great .,drink -> quality,Hotels
comment_0_267,great viet <SEP> positive,Great Viet .   ,drink -> quality,Restaurants
comment_0_268,great water pressure <SEP> positive,I 'm a sucker for a shower with great water pressure and it did not dissapoint .,drink -> quality,Hotels
comment_0_269,great wine <SEP> positive,Great wine and even better food !  ,drink -> quality,Restaurants
comment_0_270,greatest massage <SEP> positive,"My mother in law , daughter and myself had the greatest massage today .  ",drink -> quality,Beauty & Spas
comment_0_271,gross water <SEP> negative,They smell weird inside and the water is gross,drink -> quality,Hotels
comment_0_272,hand spun shakes <SEP> positive,The shakes are hand spun and fresh !   ,drink -> quality,Restaurants
comment_0_273,hate smoking policy <SEP> negative,but I hate the smoking policy .,drink -> quality,Arts & Entertainment
comment_0_274,high quality pho <SEP> positive,Pho is high quality and rivals the best spots in the city too .   ,drink -> quality,Restaurants
comment_0_275,hit or starbucks stand <SEP> negative,Also they have a Starbucks stand in he lobby that is hit or miss ..,drink -> quality,Hotels
comment_0_276,homemade chorizo <SEP> positive,"Taco Tuesdays- 99cents for carne asada , chicken , or homemade chorizo .",drink -> quality,Restaurants
comment_0_277,homemade lemoncello shots <SEP> positive,Homemade lemoncello shots are heavenly !,drink -> quality,Restaurants
comment_0_278,horrible generic glass condos <SEP> negative,Horrible generic glass condos block what used to be a good view of Lake Ontario .,drink -> quality,Hotels
comment_0_279,horrible wine <SEP> negative,Just horrible wine .,drink -> quality,Hotels
comment_0_280,hot shower water <SEP> negative,"The shower water was either hot or very hot , could barely stand under it .",drink -> quality,Hotels
comment_0_281,humid sheets <SEP> negative,the room carpet and sheets were humid .,drink -> quality,Hotels
comment_0_282,iced down everything <SEP> negative,Everything was always iced down and they checked in on us every ten minutes even though they were super busy .,drink -> quality,Arts & Entertainment
comment_0_283,impeccably kept pools <SEP> positive,The pools are impeccably kept and gym well maintained .  ,drink -> quality,Hotels
comment_0_284,improved upkeep <SEP> negative,Taliesin West has much improved in its upkeep since my last visit .,drink -> quality,Arts & Entertainment
comment_0_285,inexpensive refills <SEP> positive,They also have loyalty cups for their sodas with inexpensive refills .  ,drink -> quality,Arts & Entertainment
comment_0_286,instant hot water <SEP> positive,Hot water was instant !,drink -> quality,Hotels
comment_0_287,joke spa like showers <SEP> negative,"The "" spa like showers "" are a joke .",drink -> quality,Hotels
comment_0_288,labeled bottled water <SEP> positive,"Also , giving us complementary FLW labeled bottled water was a nice touch , particularly on a hot summer day .",drink -> quality,Arts & Entertainment
comment_0_289,lack of daily upkeep <SEP> negative,Just a lack of daily upkeep .,drink -> quality,Hotels
comment_0_290,lacked flavor cold brew <SEP> negative,My husband ordered a cold brew that was very watered down and lacked flavor .  ,drink -> quality,Arts & Entertainment
comment_0_291,lackluster massage <SEP> negative,The massage was lackluster to be nice .,drink -> quality,Beauty & Spas
comment_0_292,laid back getaway <SEP> positive,"We did not mind the 30 minute drive to the Las Vegas strip since our focus was for a more laid back getaway not partying it up , so it workedout perfectly .",drink -> quality,Hotels
comment_0_293,laid back spa <SEP> positive,The spa is laid back and helpful .,drink -> quality,Hotels
comment_0_294,large drinks <SEP> positive,"My husband and I paid for the large popcorn and two large drinks combo and the popcorn was mainly crumbs , and with every bite I had to spit out popcorn kernals .",drink -> quality,Arts & Entertainment
comment_0_295,"legitimate , quality massage <SEP> positive","A legitimate , quality massage .",drink -> quality,Beauty & Spas
comment_0_296,less expensive cabana <SEP> positive,"We got a cabana ( which was less expensive as said pool party locations ) , and had the best time !",drink -> quality,Hotels
comment_0_297,less offensive smoke <SEP> negative,"The smoke would be much less offensive if it were an open area , but it 's roofed so it just lingers .  ",drink -> quality,Restaurants
comment_0_298,limited cash bar selection <SEP> negative,I did n't stay here but recently attended a banquet event here and could not believe the limited cash bar selection .,drink -> quality,Hotels
comment_0_299,limited coffee options <SEP> negative,Coffee options are limited so the Starbucks next door should n't be worried .,drink -> quality,Restaurants
comment_0_300,limited soft drinks <SEP> negative,They sell limited soft drinks ( no Dr Pepper ) and packaged bags of kettle corn .,drink -> quality,Arts & Entertainment
comment_0_301,little coffee house <SEP> positive,Love this little coffee house .,drink -> quality,Arts & Entertainment
comment_0_302,little longer sake <SEP> negative,The sake took little longer then usual .,drink -> quality,Restaurants
comment_0_303,little on the expensive side drinks <SEP> negative,The drinks a little on the expensive side .,drink -> quality,Arts & Entertainment
comment_0_304,long lasting products <SEP> positive,Their products are long lasting & a prime finish whether your get a mani or pedi .,drink -> quality,Beauty & Spas
comment_0_305,lost wine pricing <SEP> negative,"It lost a star for its wine pricing , however .",drink -> quality,Restaurants
comment_0_306,love drink specials <SEP> positive,I love the drink specials like the $ 6 beers and mixed drinks at the center field stand .,drink -> quality,Arts & Entertainment
comment_0_307,love iced coffee <SEP> positive,I love having their iced coffee -,drink -> quality,Restaurants
